status url
404 https://api.openai.com/v1/batches/batch_6946c31587e08190ba7f70880c9b1332
404 https://api.openai.com/v1/batches/batch_6946fc2746d08190b39ec1b0c7fed152
404 https://api.openai.com/v1/batches/batch_abc123
200 https://api.openai.com/v1/chat/completions
404 https://api.openai.com/v1/chat/completions/D
404 https://api.openai.com/v1/chat/completions/chat_abc123
404 https://api.openai.com/v1/chat/completions/chat_abc123/messages
404 https://api.openai.com/v1/chat/completions/chatcmpl
403 https://api.openai.com/v1/organization/admin_api_keys
403 https://api.openai.com/v1/organization/admin_api_keys/key_abc
401 https://api.openai.com/v1/organization/audit_logs
403 https://api.openai.com/v1/organization/certificates/activate
403 https://api.openai.com/v1/organization/certificates/cert_abc
403 https://api.openai.com/v1/organization/certificates/deactivate
403 https://api.openai.com/v1/organization/groups
403 https://api.openai.com/v1/organization/invites
403 https://api.openai.com/v1/organization/invites/invite
403 https://api.openai.com/v1/organization/invites/invite-abc
403 https://api.openai.com/v1/organization/projects
403 https://api.openai.com/v1/organization/projects/proj_abc
403 https://api.openai.com/v1/organization/projects/proj_abc/api_keys/key_abc
403 https://api.openai.com/v1/organization/projects/proj_abc/certificates
403 https://api.openai.com/v1/organization/projects/proj_abc/service_accounts
403 https://api.openai.com/v1/organization/projects/proj_abc/service_accounts/svc_acct_abc
403 https://api.openai.com/v1/organization/projects/proj_abc/users
403 https://api.openai.com/v1/organization/projects/proj_abc/users/user_abc
403 https://api.openai.com/v1/organization/usage/code_interpreter_sessions
403 https://api.openai.com/v1/organization/usage/images
403 https://api.openai.com/v1/organization/users
403 https://api.openai.com/v1/organization/users/user_abc
404 https://api.openai.com/v1/realtime/calls/$CALL_ID/hangup
404 https://api.openai.com/v1/realtime/calls/$CALL_ID/reject
400 https://api.openai.com/v1/responses/$
400 https://api.openai.com/v1/responses/compact
400 https://api.openai.com/v1/responses/input_tokens
404 https://api.openai.com/v1/responses/resp_123
404 https://api.openai.com/v1/responses/resp_abc123/input_items
400 https://api.openai.com/v1/usage
200 https://api.openai.com/v1/vector_stores
404 https://api.openai.com/v1/vector_stores/vs_abc123
404 https://api.openai.com/v1/vector_stores/vs_abc123/file_batches/vsfb_abc123
404 https://api.openai.com/v1/vector_stores/vs_abc123/files
200 https://api.openai.com/v1/videos
400 https://api.openai.com/v1/videos/$
400 https://api.openai.com/v1/videos/generations
400 https://api.openai.com/v1/chatkit/threads/cthr_abc123
200 https://api.openai.com/v1/containers
404 https://api.openai.com/v1/containers/cntr_682dfebaacac8198bbfe9c2474fb6f4a085685cbe3cb5863
404 https://api.openai.com/v1/containers/cntr_682dfebaacac8198bbfe9c2474fb6f4a085685cbe3cb5863/files/cfile_682e0e8a43c88191a7978f477a09bdf5
404 https://api.openai.com/v1/containers/cntr_682e0e7318108198aa783fd921ff305e08e78805b9fdbb04/files
400 https://api.openai.com/v1/containers/container_123/files/cfile_456/content
400 https://api.openai.com/v1/containers/container_123/files/file_456
404 https://api.openai.com/v1/conversations/conv_123
404 https://api.openai.com/v1/conversations/conv_123/items
404 https://api.openai.com/v1/conversations/conv_123/items/msg_abc
403 https://api.openai.com/v1/dashboard/billing/credit_grants
405 https://api.openai.com/v1/embeddings
405 https://api.openai.com/v1/engines/davinci/completions
404 https://api.openai.com/v1/engines/davinci/completionsI
404 https://api.openai.com/v1/engines/text
405 https://api.openai.com/v1/engines/text-davinci-003/completions
405 https://api.openai.com/v1/engines/text-davinci-edit-001/edits
200 https://api.openai.com/v1/evals
404 https://api.openai.com/v1/evals/YOUR_EVAL_ID/runs
404 https://api.openai.com/v1/evals/YOUR_EVAL_ID/runs/YOUR_RUN_ID
404 https://api.openai.com/v1/evals/egroup_67abd54d9b0081909a86353f6fb9317a/runs
404 https://api.openai.com/v1/evals/egroup_67abd54d9b0081909a86353f6fb9317a/runs/erun_67abd54d60ec8190832b46859da808f7/output_items
404 https://api.openai.com/v1/evals/eval_123abc/runs/evalrun_abc456
404 https://api.openai.com/v1/evals/eval_67abd54d9b0081909a86353f6fb9317a
404 https://api.openai.com/v1/evals/eval_67abd54d9b0081909a86353f6fb9317a/runs/evalrun_67abd54d60ec8190832b46859da808f7
404 https://api.openai.com/v1/evals/eval_67abd54d9b0081909a86353f6fb9317a/runs/evalrun_67abd54d60ec8190832b46859da808f7/output_items/outputitem_67abd55eb6548190bb580745d5644a33
404 https://api.openai.com/v1/evals/eval_67e579652b548190aaa83ada4b125f47/runs
404 https://api.openai.com/v1/evals/eval_abc123
404 https://api.openai.com/v1/fine_tuning/jobs/U
200 https://api.openai.com/v1/fine_tuning/model_limits
200 https://api.openai.com/v1/me
200 https://api.openai.com/v1/models
404 https://api.openai.com/v1/models/VAR_chat_model_id
403 https://api.openai.com/v1/organization/admin_api_keys
403 https://api.openai.com/v1/organization/admin_api_keys/key_abc
401 https://api.openai.com/v1/organization/audit_logs
403 https://api.openai.com/v1/organization/certificates/activate
403 https://api.openai.com/v1/organization/certificates/cert_abc
403 https://api.openai.com/v1/organization/certificates/deactivate
403 https://api.openai.com/v1/organization/groups
403 https://api.openai.com/v1/organization/invites
403 https://api.openai.com/v1/organization/invites/invite
403 https://api.openai.com/v1/organization/invites/invite-abc
403 https://api.openai.com/v1/organization/projects
403 https://api.openai.com/v1/organization/projects/proj_abc
403 https://api.openai.com/v1/organization/projects/proj_abc/api_keys/key_abc
403 https://api.openai.com/v1/organization/projects/proj_abc/certificates
403 https://api.openai.com/v1/organization/projects/proj_abc/service_accounts
403 https://api.openai.com/v1/organization/projects/proj_abc/service_accounts/svc_acct_abc
403 https://api.openai.com/v1/organization/projects/proj_abc/users
403 https://api.openai.com/v1/organization/projects/proj_abc/users/user_abc
403 https://api.openai.com/v1/organization/usage/code_interpreter_sessions
403 https://api.openai.com/v1/organization/usage/images
403 https://api.openai.com/v1/organization/users
403 https://api.openai.com/v1/organization/users/user_abc
404 https://api.openai.com/v1/realtime/calls/$CALL_ID/hangup
404 https://api.openai.com/v1/realtime/calls/$CALL_ID/reject
400 https://api.openai.com/v1/responses/$
400 https://api.openai.com/v1/responses/compact
400 https://api.openai.com/v1/responses/input_tokens
404 https://api.openai.com/v1/responses/resp_123
404 https://api.openai.com/v1/responses/resp_abc123/input_items
400 https://api.openai.com/v1/usage
200 https://api.openai.com/v1/vector_stores
404 https://api.openai.com/v1/vector_stores/vs_abc123
404 https://api.openai.com/v1/vector_stores/vs_abc123/file_batches/vsfb_abc123
404 https://api.openai.com/v1/vector_stores/vs_abc123/files
200 https://api.openai.com/v1/videos
400 https://api.openai.com/v1/videos/$
400 https://api.openai.com/v1/videos/generations
